title,author,image,tags,sinopsis,price,real_price,n_pages,editorial,lang,encuadernacion,ISBN,year,date
POLICAN 4: POLICÁN Y CHIKIGATO,DAV PILKEY,https://imagessl7.casadellibro.com/a/l/t5/47/9788413183947.jpg,"Cómics manga infantil y juvenil,Cómics",,25.95,24.65,256,EDICIONES SM,CASTELLANO,Tapa dura,9788413183947,2020,13/02/2020
SOLANIN: INTEGRAL,INIO ASANO,https://imagessl2.casadellibro.com/a/l/t5/92/9788467934892.jpg,"Cómics,Manga,Seinen",,9.00,8.55,464, NORMA EDITORIAL,CASTELLANO,Tapa blanda,9788467934892,2019,25/01/2019
LOS RITOS DEL AGUA,EVA GARCIA SAENZ DE URTURI,https://imagessl7.casadellibro.com/a/l/t5/77/9788408223177.jpg,"Literatura,Narrativa en bolsillo,Policiaca. Novela negra en bolsillo",,9.99,9.49,448,PLANETA,CASTELLANO,Tapa blanda,9788408223177,2020,28/01/2020
ROADMAP B1+ STUDENTS BOOK & WORKBOOK PACK,HUGH DELLAR,https://imagessl7.casadellibro.com/a/l/t5/77/9788420571577.jpg,"Idiomas,Inglés,Métodos y material de inglés",,38.30,36.38,,PEARSON EDUCACION,INGLÉS,Tapa blanda,9788420571577,2019,17/06/2019
¿QUIÉN SE HA LLEVADO MI QUESO? (EDICION 20 ANIVERSARIO),SPENCER JOHNSON,https://imagessl1.casadellibro.com/a/l/t5/91/9788416997091.jpg,"Empresa,Administración y dirección empresarial",,16.90,16.05,112,EMPRESA ACTIVA,CASTELLANO,Tapa blanda,9788416997091,2019,25/02/2019
COMO ESCRIBIR SOBRE ARTE Y ARQUITECTURA: LIBRO DE ESTILO E INTROD UCCION A LOS GENEROS DE LA CRITICA Y DE LA HISTORIA DEL ARTE,JUAN ANTONIO RAMIREZ DOMINGUEZ,https://imagessl0.casadellibro.com/a/l/t5/10/9788476281710.jpg,"Arte,Historia del arte,Teoría y crítica de arte","Escribir bien sobre arte y arquitectura requiere habilidades idiomáticas generales, conocimientos específicos de los asuntos a tratar, y un dominio de los géneros propios de estas disciplinas. El presente volumen es un libro de estilo e introducción a los géneros de la crítica y de la historia del arte. Ante preguntas relacionadas con el arte de escribir, proporciona respuestas útiles y orienta al futuro escritor sobre cómo afrontar la redacción de los distintos tipos de artículos, cómo se debe hacer una tesis doctoral, o qué es una crítica de arte, un catálogo de exposición, una guía artística o un documental. Es una obra indispensable para estudiantes y para los profesionales que deseen conocer mejor los procedimientos y recursos para crear textos de calidad. ",56.95,54.10,190,EL SERBAL,CASTELLANO,,9788476281710,2006,26/01/2006
EL CAMINO,MIGUEL DELIBES,https://imagessl2.casadellibro.com/a/l/t5/42/9788423353842.jpg,"Literatura,Narrativa en bolsillo,Narrativa española del XIX al XXI en bolsillo",Edición al cuidado de Marisa Sotelo.,3.99,3.79,272,DESTINO,CASTELLANO,Tapa blanda,9788423353842,2018,08/05/2018
FILOSOFÍA EN LA CALLE.#FILORETOS PARA LA VIDA COTIDIANA,EDUARDO INFANTE,https://imagessl1.casadellibro.com/a/l/t5/01/9788434431201.jpg,"Ciencias Humanas,Filosofía,Historia de la filosofía",¿Cómo se supera una ruptura sentimental? ¿Cómo se afronta la muerte de un ser querido? ¿Cuánto necesitamos comprar para ser felices? ¿Decir «yo también» es lo mismo que decir «te quiero»? ¿Cuándo deberíamos fiarnos de la Wikipedia? ¿Debe un hombre ser feminista? ¿Sirve de algo rezar?,5.49,5.22,400,ARIEL,CASTELLANO,Tapa blanda,9788434431201,2019,26/09/2019
HEARTSTOPPER 4. MÁS QUE PALABRAS,ALICE OSEMAN,https://imagessl9.casadellibro.com/a/l/t5/29/9788408243229.jpg,"Cómics,Novela gráfica,Europea",.,20.50,19.47,384,PLANETA,CASTELLANO,Tapa blanda,9788408243229,2021,16/06/2021
THE MIDNIGHT LIBRARY,MATT HAIG,https://imagessl7.casadellibro.com/a/l/t5/37/9781786892737.jpg,"Literatura,En otros idiomas,Literatura en ingles",,12.90,12.25,304,CANONGATE PRESS LTD.,INGLÉS,Tapa blanda,9781786892737,2021,24/02/2021
MI AÑO DE DESCANSO Y RELAJACION,OTTESSA MOSHFEGH,https://imagessl6.casadellibro.com/a/l/t5/96/9788420434896.jpg,"Novela contemporánea,Narrativa extranjera",Una novela sobre la falta de ganas de levantarse de la cama.,19.90,18.90,256,ALFAGUARA,CASTELLANO,Tapa blanda,9788420434896,2019,17/01/2019
HARRY POTTER Y LA PIEDRA FILOSOFAL (HARRY POTTER 1),J.K. ROWLING,https://imagessl4.casadellibro.com/a/l/t5/04/9788418173004.jpg,"Juvenil,Más de 13 años,Fantasía y magia", ,24.00,22.80,288, SALAMANDRA ,CASTELLANO,Tapa blanda,9788418173004,2020,04/06/2020
APOYO A LA COMUNICACIÓN (CICLO FORMATIVO DE GRADO MEDIO),MAR GOMEZ,https://imagessl9.casadellibro.com/a/l/t5/09/9788417872809.jpg,"Libros de Texto y Formación,Ciclos formativos de grado medio",,14.90,14.15,152,ALTAMAR,CASTELLANO,Tapa blanda,9788417872809,2021,15/05/2021
,,,,,9.99,9.49,,,,,,,
GUIA PARA INVERTIR,ROBERT T. KIYOSAKI,https://imagessl3.casadellibro.com/a/l/t5/63/9788466354363.jpg,"Economía,Banca y bolsa","A menudo se cree que invertir es un juego complicado, fuera de nuestro  alcance. Sin embargo, en este libro, Robert T. Kiyosaki nos revela, a  partir de un lenguaje claro y preciso, diez reglas básicas de inversión;  nos ayuda a reducir riesgos y muestra cómo convertir el salario en  ingresos pasivos e ingresos derivados de un portafolio de inversión.",17.50,16.62,672,DEBOLSILLO ,CASTELLANO,Tapa blanda,9788466354363,2020,08/10/2020
GUÍA PARA UN EMBARAZO CONSCIENTE,LAIA CASADEVALL,https://imagessl2.casadellibro.com/a/l/t5/62/9788418045462.jpg,"Medicina,Ginecología y Obstetricia,Gestación y parto",Cada vez son más las mujeres que buscan un cambio en la atención que reciben durante el embarazo y el parto.,8.99,8.54,256,VERGARA ,CASTELLANO,Tapa blanda,9788418045462,2021,04/02/2021
SEMILLA ESTELAR. LIBRO Y 53 CARTAS ORÁCULO,REBECCA CAMPBELL,https://imagessl0.casadellibro.com/a/l/t5/70/9788417851170.jpg,"Ciencias Humanas,Esoterismo y Ciencias Ocultas,Tarot y cartomancia",,15.00,14.25,144,ARKANO BOOKS,CASTELLANO,Tapa blanda,9788417851170,2020,08/09/2020
"ESTUCHE JULIA DOMNA (CONTIENE: YO, JULIA + Y JULIA RETO A LOS DIOSES)",SANTIAGO POSTEGUILLO,https://imagessl6.casadellibro.com/a/l/t5/16/9788408246916.jpg,Narrativa histórica,"192 d.C. Varios hombres luchan por un imperio, pero Julia, hija de reyes, madre de césares y esposa de emperador, piensa en algo más ambicioso: una dinastía. Roma está bajo el control de Cómodo, un emperador loco. El Senado se conjura para terminar con el tirano y los gobernadores militares más poderosos podrían dar un golpe de Estado: Albino en Britania, Severo en el Danubio o Nigro en Siria. Cómodo retiene a sus esposas para evitar su rebelión y Julia, la mujer de Severo, se convierte así en rehén.",23.90,22.70,1512,PLANETA,CASTELLANO,Tapa blanda,9788408246916,2022,09/11/2022
METODO DIVERLEXIA: INTERVENCION PSICOPEDAGOGICA DE LA DISLEXIA,CARMEN SILVA,https://imagessl3.casadellibro.com/a/l/t5/73/9788468556673.jpg,"Psicología y Pedagogía,Psicología,Psicología del lenguaje",,28.99,27.54,291,BUBOK PUBLISHING,CASTELLANO,Tapa blanda,9788468556673,2022,22/02/2022
FITNESS REVOLUCIONARIO: LECCIONES ANCESTRALES PARA UNA SALUD SALVAJE,MARCOS VAZQUEZ,https://imagessl4.casadellibro.com/a/l/t5/94/9788441540194.jpg,"Deportes y juegos,Deportes,Disciplinas deportivas","La civilización tiene una relación paradójica con la salud. Por un lado, vivimos ahora más que nunca y tenemos acceso a comodidades impensables hace unas pocas décadas. Por otro lado, las nuevas tecnologías crean nuevos problemas, dando lugar a las enfermedades del progreso, como obesidad, diabetes, cáncer, aterosclerosis y depresión. Vivimos más pero pasamos más tiempo enfermos.",8.99,8.54,264,ANAYA MULTIMEDIA,CASTELLANO,Tapa blanda,9788441540194,2018,17/05/2018
PALABRAS RADIANTES (SAGA EL ARCHIVO DE LAS TORMENTAS 2),BRANDON SANDERSON,https://imagessl9.casadellibro.com/a/l/t5/49/9788466657549.jpg,"Literatura,Géneros literarios,Narrativa fantástica",Los Caballeros Radiantes deben volver a alzarse.,34.90,33.15,1248, EDICIONES B,CASTELLANO,Tapa dura,9788466657549,2015,01/07/2015
POLICAN 2: SITUACION DESESPERRADA,DAV PILKEY,https://imagessl1.casadellibro.com/a/l/t5/11/9788491077411.jpg,"Cómics manga infantil y juvenil,Cómics",,25.95,24.65,232,EDICIONES SM,CASTELLANO,Tapa dura,9788491077411,2018,05/07/2018
GO FAR! 5º PRIMARY ACTIVITY PACK,,https://imagessl4.casadellibro.com/a/l/t5/54/9788466836654.jpg,"Libros de Texto y Formación,Educación primaria",,10.37,9.85,89,SANTILLANA,INGLÉS,Tapa blanda,9788466836654,2022,08/06/2022
INTELIGENCIA EMOCIONAL,DANIEL GOLEMAN,https://imagessl5.casadellibro.com/a/l/t5/15/9788472453715.jpg,"Psicología y Pedagogía,Psicología,Inteligencia",,14.90,14.15,514,KAIROS,CASTELLANO,Tapa blanda,9788472453715,1996,01/10/1996
DERECHO PRIVADO ROMANO,ADELA LOPEZ PEDREIRA,https://imagessl1.casadellibro.com/a/l/t5/31/9788429020731.jpg,"Derecho,Derecho romano",,15.00,14.25,400,REUS,CASTELLANO,Tapa blanda,9788429020731,2018,30/07/2018
GUERRA Y PAZ,LEON TOLSTOI,https://imagessl5.casadellibro.com/a/l/t5/75/9788408195375.jpg,"Literatura,Narrativa en bolsillo,Narrativa extranjera del XIX al XXI en bolsillo"," se publicó entre los años 1865 y 1869. A lo largo de sus centenares de páginas, Tolstói nos cuenta el relato épico de cinco familias rusas durante la invasión napoleónica. Obra monumental, que incluye a más de quinientos personajes históricos y de ficción,",15.00,14.25,1840,PLANETA,CASTELLANO,Tapa dura,9788408195375,2018,04/10/2018
"A SIR PHILLIP, CON AMOR (SERIE BRIDGERTON 5)",JULIA QUINN,https://imagessl7.casadellibro.com/a/l/t5/67/9788416327867.jpg,"Romántica y erótica,Narrativa romántica","¿Es posible enamorarse de alguien a quien no has visto nunca? Eloise, la pequeña de la familia Bridgerton, está a punto de descubrirlo. Hasta que se casó Penélope, su íntima amiga, no había sentido sobre sus delicados hombros el peso de la soltería. Pero ahora, un impulso inexplicable la empuja a cometer una locura, dejar Londres y presentarse en casa de un hombre al que sólo conoce por carta... y que quiere casarse con ella. Claro que cuando conoce a Sir Phillip las ilusiones se vienen abajo como un castillo de naipes: su príncipe azul resulta algo rudo, serio... y además tiene dos hijos que son auténticos diablos. Pero Eloise ha detectado  también una pasión latente bajo la piel, que no está dispuesta a dejar escapar, con un poco de ayuda de su extraordinaria familia.",5.49,5.22,288,TITANIA,CASTELLANO,,9788416327867,2020,10/03/2020
LA DIETA DE LA LONGEVIDAD,VALTER LONGO,https://imagessl1.casadellibro.com/a/l/t5/01/9788466344401.jpg,"Salud y Dietas,Dietética y nutrición",Tienes ante ti uno de los descubrimientos científicos más  revolucionarios en el campo del envejecimiento: cómo prevenir y curar  las  enfermedades más comunes del s. XXI a través de la alimentación.,8.99,8.54,352,DEBOLSILLO ,CASTELLANO,Tapa blanda bolsillo,9788466344401,2018,06/09/2018
LOS HIJOS DE HURIN,J.R.R. TOLKIEN,https://imagessl8.casadellibro.com/a/l/t5/98/9788445006498.jpg,"Literatura,Géneros literarios,Narrativa fantástica"," es uno de los grandes relatos que fundamentan la historia de la Tierra Media y se sitúa en la Primera Edad, cuando elfos, hombres y enanos llevaban unos pocos siglos sobre la tierra. Junto con las historia de Beren y Lúthien, es la historia más mencionada en ",20.95,19.90,304,MINOTAURO,CASTELLANO,Tapa dura,9788445006498,2019,29/10/2019
RECUPERA TU PODER,RUT NIEVES MIGUEL,https://imagessl5.casadellibro.com/a/l/t5/65/9788408261865.jpg,"Autoayuda y Espiritualidad,Autoayuda","La Vida nos ha dado mucho poder, pero durante siglos nuestra mente ha sido condicionada con creencias muy limitantes que nos han llevado a olvidar nuestras verdaderas capacidades y a desconectarnos de nuestra sabiduría interior, intuición e instinto. Y esas creencias han ido condicionando nuestros cuerpos.",20.90,19.85,368,PLANETA,CASTELLANO,Tapa dura,9788408261865,2022,31/08/2022
DIARIOS Y CUADERNOS,PATRICIA HIGHSMITH,https://imagessl2.casadellibro.com/a/l/t5/02/9788433981202.jpg,"Filología,Estudios literarios,Biografías y estudios de escritores","Patricia Highsmith, que en vida se ganó fama de misántropa y mantuvo un aura de secretismo sobre su vida privada, al morir dejó unos diarios y cuadernos personales guardados entre la ropa en un armario. Su editora, Anna von Planta, se ha sumergido en las más de ocho mil páginas de anotaciones y ha realizado una meticulosa selección, que ahora sale por fin a la luz. Sin duda, un acontecimiento literario.",18.00,17.10,1256,ANAGRAMA,CASTELLANO,Tapa blanda,9788433981202,2022,
CONFIA,LAURA CHICA,https://imagessl7.casadellibro.com/a/l/t5/27/9788403523227.jpg,"Autoayuda y Espiritualidad,Autoayuda","Este es un libro para invitarte a confiar en la vida cuando no puedas  hacerlo, a confiar en ti cuando necesites reponer fuerzas. Un libro para  recordarte respirar profundo y seguir caminando cuando no encuentres el sentido, para abrazarte fuerte en medio del",8.99,8.54,288,AGUILAR,CASTELLANO,Tapa dura,9788403523227,2022,08/09/2022
TWISTED LOVE,ANA HUANG,https://imagessl8.casadellibro.com/a/l/t5/78/9780349434278.jpg,"Juvenil,Más de 15 años,Libros románticos y de amor",,7.99,7.59,368,ABACUS,INGLÉS,Tapa blanda,9780349434278,2022,29/06/2022
TU CUERPO MOLA (APRENDE A DESCUBRIRLO),MARTA TORRON,https://imagessl1.casadellibro.com/a/l/t5/31/9788418318931.jpg,"Infantil,Infantil 10 a 12 años,Naturaleza y ciencia","Tu cuerpo es algo que te acompaña toda la vida y, aunque suene extraño,  a veces nos olvidamos de el. Seguro que hay partes que conoces bien y  otras que tal vez no has mirado mucho, como la vulva. Con el tiempo, tu  cuerpo vivirá muchos cambios y es importante que los conozcas para crecer con confianza y bienestar.",15.95,15.15,160,MONTENA,CASTELLANO,Tapa blanda,9788418318931,2021,10/06/2021
CHANTAJE A UNA JUEZA,ANA PARDO DE VERA,https://imagessl1.casadellibro.com/a/l/t5/61/9788467066661.jpg,Novela negra,"Defenestrada, pero nunca vencida, Amalia, una jueza de un juzgado de instrucción de Lugo, vive retirada en Navia de Suarna, y desde su casa roja contempla a menudo la noche densa y hermosa, plagada de estrellas, de las indomables montañas de Os Ancares.",8.99,8.54,264, ESPASA LIBROS,CASTELLANO,Tapa blanda,9788467066661,2022,14/09/2022
KATMERE: LA GUIA SECRETA DEL UNIVERSO CRAVE,TRACY WOLFF,https://imagessl0.casadellibro.com/a/l/t5/80/9788408262480.jpg,"Juvenil,Más de 15 años,Fantasía y magia","¿Siempre quisiste ser estudiante en el instituto Katmere? Con esta guía descubrirás todo lo que pasa entre sus paredes, y además con muchos contenidos inéditos.",33.40,31.73,312,PLANETA,CASTELLANO,Tapa blanda,9788408262480,2022,14/09/2022
"SANOTES, SANITOS",BLANCA GARCIA OREA,https://imagessl2.casadellibro.com/a/l/t5/02/9788418054402.jpg,"Infantil,Infantil 3 a 4 años,Naturaleza y ciencia",o ,9.99,9.49,64,B DE BLOK ,CASTELLANO,Tapa dura,9788418054402,2021,10/06/2021
LASCIVIA (PECADOS PLACENTEROS 2),EVA MUÑOZ,https://imagessl6.casadellibro.com/a/l/t5/66/9788418798566.jpg,"Romántica y erótica,Narrativa erótica","Hay amores que hieren, patean y traicionan.",4.99,4.74,448,MONTENA,CASTELLANO,Tapa blanda,9788418798566,2022,19/05/2022
EN BLANCA Y NEGRO,J.J. BENITEZ,https://imagessl3.casadellibro.com/a/l/t5/63/9788408257363.jpg,"Autoayuda y Espiritualidad,Espiritualidad"," es un homenaje a Blanca, la mujer que ayudó a Juanjo Benítez a cruzar la calle de la ida durante casi 40 años. Se trata del diario de una experiencia extrema: los últimos 280 días en la vida de la esposa de J. J. Benítez. El libro discurre entre el miedo y la esperanza. Como siempre en la obra del escritor navarro, lo mejor hay que descubrirlo entre líneas. En definitiva: un libro para iniciados.",12.95,12.30,392,PLANETA,CASTELLANO,Tapa dura,9788408257363,2022,01/06/2022
EL SEÑOR DE LOS ANILLOS Nº 02/03 LAS DOS TORRES (NE),J.R.R. TOLKIEN,https://imagessl4.casadellibro.com/a/l/t5/04/9788445009604.jpg,"Literatura,Géneros literarios,Narrativa fantástica","«Ningún escritor del género ha aprovechado tanto como Tolkien las propiedades características de la Misión, el viaje heróico, el Objeto Numinoso, satisfaciendo nuestro sentido de la realidad histórica y social? Tolkien ha triunfado donde fracasó Milton.» ?W.H. Auden",20.95,19.90,408,MINOTAURO,CASTELLANO,Tapa dura,9788445009604,2022,25/05/2022
TIERRA VIEJA,ANTONIO PEREZ HENARES,https://imagessl3.casadellibro.com/a/l/t5/23/9788466672023.jpg,Narrativa histórica,"Se han contado los relatos de los reyes, de los nobles, de las batallas  y de los grandes guerreros, pero quienes repoblaron la tierra yerma  fueron hombres y mujeres que, con una mano en la estiba del arado y con  la otra en una lanza, arriesgaron sus vidas por repoblar las tierras  perdidas. Entonces, cuando una peligrosa tropa acechaba -y junto a ella  la muerte- ellos dibujaron las fronteras que hoy heredamos.",22.90,21.75,704, EDICIONES B,CASTELLANO,Tapa dura,9788466672023,2022,05/05/2022
LA ESCUELA DEL BIEN Y DEL MAL 2 : UN MUNDO DEE PRINCIPES,SOMAN CHAINANI,https://imagessl0.casadellibro.com/a/l/t5/60/9788417854560.jpg,"Infantil,Infantil 10 a 12 años,Literatura 10 a 12 años",En la segunda entrega de ,5.49,5.22,448,PUCK,CASTELLANO,,9788417854560,2022,07/06/2022
EL ROSTRO DE LAS EMOCIONES,PAUL EKMAN,https://imagessl1.casadellibro.com/a/l/t5/81/9788492966981.jpg,"Psicología y Pedagogía,Comunicación no verbal",Oliver Sacks.,10.99,10.44,320,RBA LIBROS,CASTELLANO,Tapa blanda,9788492966981,2017,21/09/2017
EL GRAN APAGON,MANUEL CRUZ,https://imagessl8.casadellibro.com/a/l/t5/98/9788419075598.jpg,"Ciencias Humanas,Filosofía,Filosofía contemporánea",,15.99,15.19,424,GALAXIA GUTENBERG,CASTELLANO,Tapa blanda,9788419075598,2022,19/10/2022
HEADHUNTERS,JO NESBO,https://imagessl8.casadellibro.com/a/l/t5/58/9788466364058.jpg,"Literatura,Narrativa en bolsillo,Policiaca. Novela negra en bolsillo","Roger Brown parece tenerlo todo. Gracias a su ambición y a su carisma ha  conseguido ser líder como cazatalentos para empresas, comprar una lujosa  mansión y casarse con una mujer culta y atractiva que gestiona una  galería de arte. Sin embargo, no puede escapar a sus peores impulsos. La  codicia y la obsesión por lo bello le han llevado tambien a convertirse  en ladrón de obras de arte y, cuando conoce a Clas Greve, cree ver un  blanco perfecto. Greve es el director ejecutivo que buscaba para una  empresa y, además, posee algo que Brown ansía quedarse: un cuadro de Rubens.",19.90,18.90,296,DEBOLSILLO ,CASTELLANO,Tapa blanda,9788466364058,2022,20/10/2022
